,id,year,doy,longitude,latitude,grid10k,covertype,fuelcode,area_burned,prefire_fuel,consumed_fuel,ECO2,ECO,ECH4,EPM2.5,cwd_frac,duff_frac,fuel_moisture_class,burn_source,burnday_source,BSEV,BSEV_flag
0,100.0,2012.0,213.0,-80.8745,25.2164,4538.0,3.0,1600.0,62500.0,6220.097576,2252.18155,3770.151915,173.417979,5.067408,26.80096,0.041316000000000005,0.145824,2.0,1.0,15.0,2.0,1.0
1,267.0,2012.0,215.0,-80.9981,25.451999999999998,5458.0,3.0,1600.0,0.0,6220.097576,2210.56493,3700.485693,170.2135,4.973771,26.305723,0.042094,0.148569,2.0,1.0,81.0,1.0,0.0
2,409.0,2012.0,342.0,-80.6715,25.6527,6844.0,1.0,1.0,62500.0,297.700416,276.86138700000004,464.296546,19.380297,0.741989,2.823986,0.0,0.0,2.0,1.0,77.0,2.0,0.0
3,447.0,2012.0,343.0,-80.6416,25.6806,6844.0,1.0,1.0,0.0,273.377754,254.241311,426.362679,17.796892,0.6813670000000001,2.593261,0.0,0.0,2.0,1.0,77.0,1.0,0.0
4,548.0,2012.0,359.0,-80.6174,25.7185,7305.0,1.0,1.0,62500.0,298.8212759999999,277.903787,466.04465,19.453265,0.7447819999999999,2.834619,0.0,0.0,2.0,1.0,77.0,2.0,0.0
5,736.0,2012.0,75.0,-81.1959,25.8571,7760.0,3.0,1140.0,62500.0,7646.952224,3842.452183,6432.264954,295.8688180000001,8.645517,45.725181,0.008856999999999999,0.084716,2.0,1.0,15.0,2.0,1.0
6,1093.0,2012.0,151.0,-81.4725,26.011999999999997,8218.0,3.0,1600.0,62500.0,6220.097576,2252.18155,3770.151915,173.417979,5.067408,26.80096,0.041316000000000005,0.145824,2.0,1.0,15.0,2.0,0.0
7,1032.0,2012.0,52.0,-81.56,26.0128,8217.0,3.0,1600.0,62500.0,6220.097576,2252.18155,3770.151915,173.417979,5.067408,26.80096,0.041316000000000005,0.145824,2.0,1.0,15.0,2.0,0.0
8,1261.0,2012.0,96.0,-81.4616,26.1671,8679.0,3.0,1600.0,62500.0,6220.097576,2252.18155,3770.151915,173.417979,5.067408,26.80096,0.041316000000000005,0.145824,2.0,1.0,15.0,2.0,0.0
9,1742.0,2012.0,198.0,-97.3321,27.3779,9903.0,1.0,1.0,62500.0,187.968222,174.81044599999996,293.157119,12.236731,0.468492,1.7830669999999995,0.0,0.0,2.0,1.0,15.0,2.0,1.0
10,1392.0,2012.0,45.0,-81.6625,26.3472,9599.0,3.0,1600.0,62500.0,6220.097576,2252.18155,3770.151915,173.417979,5.067408,26.80096,0.041316000000000005,0.145824,2.0,1.0,15.0,2.0,0.0
11,2257.0,2012.0,139.0,-80.7196,26.3036,10069.0,3.0,1600.0,0.0,6220.097576,1999.75772,3347.594423,153.981344,4.499455,23.797117,0.023231,0.082115,3.0,1.0,77.0,1.0,1.0
12,2029.0,2012.0,127.0,-80.6145,26.2718,10070.0,1.0,1.0,62500.0,298.933362,278.008027,466.219461,19.460562,0.745062,2.835682,0.0,0.0,3.0,1.0,81.0,3.0,0.0
13,2815.0,2012.0,91.0,-80.8551,26.3628,10529.0,3.0,1140.0,62500.0,7646.952224,3842.452183,6432.264954,295.8688180000001,8.645517,45.725181,0.008856999999999999,0.084716,2.0,1.0,77.0,2.0,1.0
14,3298.0,2012.0,135.0,-80.7609,26.4111,10530.0,3.0,1140.0,0.0,7646.952224,3995.6319020000014,6688.687804,307.663656,8.990172,47.54802,0.015084,0.122203,1.0,1.0,78.0,1.0,1.0
15,3569.0,2012.0,62.0,-80.8357,26.4728,10990.0,3.0,1140.0,0.0,7646.952224,3995.6319020000014,6688.687804,307.663656,8.990172,47.54802,0.015084,0.122203,1.0,1.0,15.0,1.0,1.0
16,3647.0,2012.0,46.0,-80.263,26.5575,11917.0,1.0,1.0,62500.0,254.323134,236.520515,396.644903,16.556435999999998,0.633875,2.412509,0.0,0.0,2.0,1.0,15.0,2.0,0.0
17,3727.0,2012.0,46.0,-80.2864,26.5957,11917.0,1.0,1.0,0.0,305.210178,283.845466,476.008846,19.869183,0.760706,2.895224,0.0,0.0,2.0,1.0,81.0,1.0,0.0
18,3780.0,2012.0,233.0,-81.9007,26.842,11901.0,1.0,1.0,62500.0,258.806574,240.690114,403.637321,16.848308,0.64505,2.455039,0.0,0.0,2.0,1.0,81.0,2.0,0.0
19,3924.0,2012.0,23.0,-81.7946,26.8574,11902.0,1.0,1.0,62500.0,248.718834,231.30851600000003,387.904381,16.191596,0.619907,2.359347,0.0,0.0,2.0,1.0,15.0,2.0,0.0
20,641737.0,2012.0,60.0,-81.8778,26.9007,12362.0,3.0,1140.0,0.0,7646.952224,3806.638898,6372.313515,293.111195,8.564938,45.299003000000006,0.008941,0.085513,2.0,2.0,12.0,1.0,1.0
21,4096.0,2012.0,86.0,-81.8494,26.9383,12362.0,3.0,1140.0,62500.0,7646.952224,3978.542665,6660.080421,306.347785,8.951721000000003,47.344658,0.008554,0.081818,2.0,1.0,15.0,3.0,1.0
22,4156.0,2012.0,97.0,-81.1118,26.9593,13291.0,1.0,1.0,62500.0,310.702392,288.953225,484.574558,20.226726,0.774395,2.947323,0.0,0.0,1.0,1.0,15.0,3.0,0.0
23,4195.0,2012.0,201.0,-80.3775,26.872,13299.0,1.0,1.0,62500.0,189.42534,176.16556599999996,295.429655,12.33159,0.472124,1.796889,0.0,0.0,2.0,1.0,15.0,2.0,0.0
24,4769.0,2012.0,94.0,-82.2874,27.2034,13740.0,1.0,1.0,0.0,330.205356,307.090981,514.991575,21.496369,0.8230040000000001,3.132328,0.0,0.0,1.0,1.0,15.0,1.0,1.0
25,4823.0,2012.0,164.0,-80.5388,26.9607,13758.0,1.0,1.0,62500.0,297.3641580000001,276.548667,463.772114,19.358407,0.74115,2.820796,0.0,0.0,2.0,1.0,15.0,2.0,1.0
26,646167.0,2012.0,350.0,-96.7448,28.1582,13597.0,1.0,1.0,62500.0,276.29199,256.951551,430.907751,17.986609,0.68863,2.620906,0.0,0.0,2.0,2.0,12.0,2.0,1.0
27,5382.0,2012.0,146.0,-82.1759,27.2185,13741.0,3.0,1140.0,62500.0,7646.952224,3842.452183,6432.264954,295.8688180000001,8.645517,45.725181,0.008856999999999999,0.084716,2.0,1.0,15.0,2.0,0.0
28,5163.0,2012.0,21.0,-81.2848,27.0873,13750.0,3.0,1140.0,0.0,7646.952224,3806.638898,6372.313515,293.111195,8.564938,45.299003000000006,0.008941,0.085513,2.0,1.0,15.0,1.0,0.0
29,5977.0,2012.0,58.0,-96.5078,28.2978,14521.0,1.0,1.0,62500.0,288.957708,268.73066800000004,450.661331,18.811147,0.720198,2.741053,0.0,0.0,2.0,1.0,77.0,2.0,0.0
30,6123.0,2012.0,31.0,-80.5069,27.179000000000002,14680.0,1.0,1.0,62500.0,316.755036,294.582183,494.014322,20.620753,0.7894800000000001,3.004738,0.0,0.0,2.0,1.0,77.0,2.0,0.0
31,6239.0,2012.0,91.0,-80.6076,27.2124,14679.0,1.0,1.0,62500.0,311.03865,289.265944,485.098989,20.248616,0.775233,2.950513,0.0,0.0,2.0,1.0,15.0,2.0,0.0
32,6431.0,2012.0,166.0,-82.169,27.511,15124.0,1.0,1.0,62500.0,328.524066,305.527381,512.369419,21.386917,0.818813,3.116379,0.0,0.0,2.0,1.0,15.0,2.0,1.0
33,6557.0,2012.0,25.0,-81.3042,27.5194,15593.0,1.0,1.0,62500.0,344.66445,320.537938,537.5421230000002,22.437656,0.859042,3.269487,0.0,0.0,2.0,1.0,81.0,3.0,0.0
34,6819.0,2012.0,143.0,-81.2255,27.5909,16055.0,1.0,1.0,62500.0,320.56596,298.126343,499.957877,20.868844,0.798979,3.040889,0.0,0.0,1.0,1.0,15.0,3.0,1.0
35,7371.0,2012.0,52.0,-81.0081,27.6082,16518.0,1.0,1.0,62500.0,302.07177,280.926746,471.114153,19.664872,0.752884,2.865453,0.0,0.0,2.0,1.0,15.0,2.0,0.0
36,7213.0,2012.0,82.0,-80.9395,27.5777,16519.0,1.0,1.0,0.0,321.798906,299.272983,501.880792,20.949109,0.8020520000000001,3.052584,0.0,0.0,2.0,1.0,81.0,1.0,0.0
37,7174.0,2012.0,223.0,-81.1191,27.6011,16517.0,1.0,1.0,62500.0,319.4451,297.0839430000001,498.209772,20.795876,0.796185,3.030256,0.0,0.0,1.0,1.0,15.0,2.0,1.0
38,7521.0,2012.0,60.0,-81.32600000000001,27.6738,16515.0,1.0,1.0,62500.0,336.594258,313.03266,524.955771,21.912286,0.8389280000000001,3.192933,0.0,0.0,3.0,1.0,15.0,2.0,0.0
39,7734.0,2012.0,122.0,-81.2231,27.6777,16516.0,1.0,1.0,62500.0,339.844752,316.055619,530.025274,22.123893,0.847029,3.223767,0.0,0.0,2.0,1.0,15.0,2.0,0.0
40,8090.0,2012.0,145.0,-81.2926,27.7334,16976.0,3.0,1140.0,62500.0,7646.952224,3978.542665,6660.080421,306.347785,8.951721000000003,47.344658,0.008554,0.081818,2.0,1.0,15.0,3.0,0.0
41,8037.0,2012.0,74.0,-80.9872,27.6833,16979.0,1.0,1.0,62500.0,322.695594,300.106902,503.279275,21.007483,0.804286,3.06109,0.0,0.0,2.0,1.0,15.0,2.0,0.0
42,8435.0,2012.0,139.0,-81.1235,27.838,17439.0,3.0,1140.0,62500.0,7646.952224,4031.445187,6748.639243000001,310.421279,9.070752,47.974198,0.01495,0.121117,1.0,1.0,15.0,2.0,0.0
43,8366.0,2012.0,156.0,-81.3273,27.8574,17437.0,3.0,1140.0,62500.0,7646.952224,3978.542665,6660.080421,306.347785,8.951721000000003,47.344658,0.008554,0.081818,2.0,1.0,78.0,3.0,1.0
44,8867.0,2012.0,244.0,-81.0956,27.9234,17900.0,3.0,1140.0,62500.0,7646.952224,3842.452183,6432.264954,295.8688180000001,8.645517,45.725181,0.008856999999999999,0.084716,2.0,1.0,77.0,2.0,0.0
45,9071.0,2012.0,144.0,-81.4711,28.0034,17896.0,3.0,1600.0,62500.0,6220.097576,2410.324706,4034.883558,185.595002,5.423231,28.682864,0.038606,0.136256,2.0,1.0,15.0,3.0,0.0
46,9218.0,2012.0,215.0,-81.154,27.9844,18360.0,1.0,1.0,62500.0,333.343764,310.00970099999995,519.886268,21.700679,0.8308260000000001,3.162099,0.0,0.0,2.0,1.0,81.0,2.0,0.0
